,이름,리뷰 내용
3918,고래바,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
3919,고래바,
3920,고래바,"
        전체 동의
      "
3921,고래바,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
3922,고래바,로그인
3923,고래바,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
3924,고래바,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
3925,고래바,"
혀니이

"
3926,고래바,맛있다
3927,고래바,"
            translation missing: ko.app_download_layer.description
          "
3928,고래바,* IOS 버전은 준비 중입니다.
3929,고래바,* Android 버전은 준비 중입니다.
3930,래빗홀 버거컴퍼니,"
                    사진 더보기
                    
"
3931,래빗홀 버거컴퍼니,"
                    사진 더보기
                    
"
3932,래빗홀 버거컴퍼니,"
                    사진 더보기
                    
"
3933,래빗홀 버거컴퍼니,"
                    사진 더보기
                    
"
3934,래빗홀 버거컴퍼니,"
                    사진 더보기
                    
"
3935,래빗홀 버거컴퍼니,
3936,래빗홀 버거컴퍼니,가고싶다
3937,래빗홀 버거컴퍼니,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
3938,래빗홀 버거컴퍼니,"
                업데이트
                : 2018. 4. 2
              "
3939,래빗홀 버거컴퍼니,"
          어린이대공원 가까이에 위치한 조용하지만 내실있는 수제버거가게였습니다. 정말 한적한 곳에 위치해서 들어가자마자 분위기에 만족했습니다. 그리고 직원분들의 따뜻한 목소리에 한껏 기대가 올라갔습니다. 그렇게 나온 클래식버거의 첫 인상은 꽤나 새롭다였습니다. 특히 세로로 반 잘린 피클이 들어있어서 피클의 맛이 강하지는 않을까 걱정도 들었지만, 새로운 버거의 모습에 기대도 많이 되었습니다. 그렇게 먹은 버거의 맛은 만족스러웠습니다. 피클이 적당히 달콤하고 식감도 좋아서 정말 잘 어울렸습니다. 그리고 후추맛이 올라오는 고기패티의 맛과, 빵도 만족스러웠습니다. 그리고 토마토나 다른 채소덕에 신선한 느낌이 들어서 좋았습니다. 하지만 베이컨은 너무 구워져서 바삭하고 탄 맛이 살짝 나서 아쉬웠습니다. 하지만 이 근처에서 수제버거가 먹고싶다면 고민없이 올 가게입니다!!
        "
3940,래빗홀 버거컴퍼니,"
          맛있어요. 버거번도 구워서 나오고 패티도 너무 기름지지않고 토마토도 크게 두 슬라이스. 첫 방문이라 클래식버거로. 양도 많고 좋아요. 패티에 소금 간이 조금더 추가되도 좋을듯. 프라이에서 아주 신선한 후추향이 나서 좋았어요. 바삭하게 튀겨진 감튀를 좋아해서 그런지 어떤건 덜익고 전반적으로 조금더 튀겨져도 좋을듯요. 음악이 아주 좋아요. 테이블이 끈적해서 처음에 살짝 당황요. 종종 버거가 떠오를깨 들리기 좋은 장소인듯요. 
        "
3941,래빗홀 버거컴퍼니,"
          맛있는 수제버거!! 어디랑 비교해도 절대 뒤지지 않는 맛
        "
3942,래빗홀 버거컴퍼니,"
          비주얼보면 끝났다는거 ㅇㅈ? 루꼴라 많이많이 블루치즈버거 꼬릿한향 좋아하는 사람 환장할 맛. 더블버거는 말해뭐해...#래빗홀버거컴퍼니 #건대맛집 #세종대맛집 #블루치즈버거 #수제버거 #수제버거맛집 #루꼴라 많이많이 #꼬릿꼬릿 한거 너무좋네
        "
3943,래빗홀 버거컴퍼니,"
          맛을 떠나 무엇보다 큰 문제는 직원들이 계산을 제대로 못한다는 점이다. 잔돈이 없다면서 나중에 가져다준다더니 돈을 돌려줄 생각을 하지 않았다.식사를 마치고 돈은 돌려줘야 하지 않느냐고 물어보자 얼마를 냈는지 되묻는데 어이가 없어서 당황스러웠다. 맛을 떠나 서비스 교육이 시급해 보인다.
        "
3944,래빗홀 버거컴퍼니,"
          3.8/5.0근처에있으면 주 2회는 갔을듯한곳전혀 돈 아깝지않고 쓰는데 또 먹고싶어요치즈버거 패티추가 감자튀김사이드점심에는 스테이크버거가 안된다네요 ㅜㅜ
        "
3945,래빗홀 버거컴퍼니,"
          작년여름(18년 7월말)에 다녀 온 후기입니다^^; 적은 줄 알았는데...이제서야 ㅠㅠ건대 후문~ 어린이대공원역 주변의 수제버거집으로 유명하죠^^음식의 맛이나 비주얼은 어느 유명 버거집과 비교해도 괜찮은 수준이라 생각해요.프렌치프라이 말고도 고구마 프라이나 어니언링도 있고 버거종류도 다양한편이라 좋았어요.근데... 그당시 젊은남자 두분이 계셨었는데... 친절함이나 서비스면에서는 별로였던...분명 내돈내고 사먹는 손님인데... 날이 더워서 그런건지... 기분은 별로였던 기억이 남아있다보니 사는곳과 가까운 위치임에도 재방문을 안하고 있어요;나름 햄버거를 좋아하는 사람인데ㅡㅡ;; 
        "
3946,래빗홀 버거컴퍼니,"
          메뉴 주문 후 나오기까지가 너무 오래 걸립니다..
        "
3947,래빗홀 버거컴퍼니,"
          금액대비..특색없었던...걍 수제라는느낌뿐!쉑쉑이 더 맛있는데 쉑쉑보다 가성비가 떨어져서 아쉽네요ㅠ
"
3948,래빗홀 버거컴퍼니,"
          완전 육즙이 좌르르 흘러요..원래 다운타우너가 수제버거중에선 최고라 생각했는데 여기 먹고 생각이 좀 달라졌어요!! 근데 가격이 조금 비싼 것 같아요ㅠㅠ건대에선 제일 맛있는 수제버거같습니다건대 후문쪽에 있어요!
        "
3949,래빗홀 버거컴퍼니,"
          3살 아들과 모네전 보러간 김에 뭐먹지하고 찾아들어간 곳이에요 ^^ 바로 건너편 길가에 있어 쉽게찾아갔구요 세트메뉴는 감자도 1/2이라는데 아들과 충분히먹고나왔네요 쉑쉑은 그냥 느끼하기만한데 여기는 풍부한 패티 풍미에 양파랑 피클이 적절히 잡아주긴 하네요 고르질못해서 그냥 클래식 먹어봤습니다 ^^ ---- 아가랑 가니 서비스로 우유 챙겨주신 삼촌들의 센스에 빵터졌었던 기억이 ㅎㅎ
        "
3950,래빗홀 버거컴퍼니,"
           건대 후문가의 센세이션, 레빗홀!-너무 허기져 한입을 베어 문 사진..  보통 건대 후문가는 다소 저렴한 가격 5~7천원대의 저렴하지만 구성은 알찬 밥집이 주를 이뤘었다. 하나하나 다 맛있지만 문제는 많이 가다보니 새로운 맛을 느끼긴 어렵다는 점. 그런 와중에 작년부터 호평을 받는 레빗홀을 드디어 가보았다.  처음 들어가면 그동안 다닥다닥 붙어있던 테이블이 아닌 널널한 공간에 마음이 편안해진다. 그렇지만 가격표를 보면 좀 놀랄 수 있다. 그동안 후문가의 가격에 익숙해져있다 잊고 있던 세상 물가를 만나니 비교적 비싸게 느껴진다. 그렇지만 수제버거의 평균적 가격과 비교해보면 그 맛이나 공간이나 납득할 만한 가격이라 생각한다. 클래식 버거가 아닌 바질이 들어간 주키니(인터넷 검색 결과 호박과에 속하는 채소라 한다.) 토마토 버거를 주문하였다.  본래 처음 가는 버거집에선 클래식 버거를 주로 고르지만 왠지 바질이 들어간 버거는 무슨 맛일까 궁금하여 주문하였다. 15-20분간 배고프지만 기대 가득한 기다림 끝 나온 나의 버거. 친구들의 클래식 버거는 높이도 높고 우람했지만 내껀 아기자기하여 살짝 아쉬웠다. 그렇지만 맛은..!!! 아주 맛있었다. 안어울리지 않을까 하는 재료들이 고기와 아주 맛있게 잘 어우러져 너무 맛있게 먹었다. 동시에 야채들의 향이 잘 살아있어 씹을 수록 그 향이 베어져 나오는데 그게 고기와 잘 어우려져 좋았다. 너무 맛있어 6?입만에 클리어..크기는 작았지만 그래도 맛있었던 버거. 주머니 사정으로 매주 갈 순 없지만 그래도 퀴즈 잘보면 그 기분으로 가야지
        "
3951,래빗홀 버거컴퍼니,"
          클래식이랑 머쉬룸이랑 블루치즈 전부 먹어봤는데 모두 성공적
        "
3952,래빗홀 버거컴퍼니,"
          ◟̊◞̊ 단호박버거(단품) (8,800)그래도 학교앞인데 가격대가 꽤 비싼 편.그러나 그만큼 맛있다. 단호박 살살녹고 소고기 패티인지는 모르겠으나 맛이 환상! 비싸서 세트로 안먹었는데 다음번엔 꼭 세트로 먹어야겠다. 햄버거도 이렇게 맛있는데, 과연 감자튀김 및 사이드는 어떨지! 재방문 의사 있음. 가게도 예뻐 연인끼리 가기도 좋음2차 방문 ◟̊◞̊ 캐럿 버거(7,500)◟̊◞̊ 머쉬룸 버거 (8,800) ◟̊◞̊ 프렌치 프라이와 어니언링 세트 (10,000)만-족. 가격이 다소 비싸지만 맛있었다!
        "
3953,래빗홀 버거컴퍼니,"
          루꼴라토마토버거 감자튀김 밀크쉐이크 먹었는데 건강한기분은 주지만 살찌는 맛이었습니다!친구는 클레식버거를 먹었는데 맛있다고합니다밀크쉐이크도 배가 터질것 같고, 엑설런트아이스크 맛이었지만 버거랑 잘어울렸습니다.스테이크버거가 품절이라 못먹었는데 담번에는 스테이크버거를 먹어야겠어요
        "
3954,래빗홀 버거컴퍼니,"
                              건대/군자/광진
                              -
                              철판 요리
                            "
3955,래빗홀 버거컴퍼니,"
                              건대/군자/광진
                              -
                              한정식 / 백반 / 정통 한식
                            "
3956,래빗홀 버거컴퍼니,"
                              건대/군자/광진
                              -
                              딤섬 / 만두
                            "
3957,래빗홀 버거컴퍼니,"
                              건대/군자/광진
                              -
                              회 / 스시
                            "
3958,래빗홀 버거컴퍼니,"
버거
                    
"
3959,래빗홀 버거컴퍼니,대한민국 먹슐랭 가이드!
3960,래빗홀 버거컴퍼니,망고플레이트 앱 바로가기
3961,래빗홀 버거컴퍼니,"

"
3962,래빗홀 버거컴퍼니,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
3963,래빗홀 버거컴퍼니,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
3964,래빗홀 버거컴퍼니,
3965,래빗홀 버거컴퍼니,리뷰를 삭제하시겠습니까?
3966,래빗홀 버거컴퍼니,"Eat, Share, Be Happy."
3967,래빗홀 버거컴퍼니,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
3968,래빗홀 버거컴퍼니,"

          한국어
        

          English
        

          简体中文
        
"
3969,래빗홀 버거컴퍼니,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
